Nº de producto;Estado;Disponible para la venta;Disponible para la compra;Disponible para integrar otros productos;Compuesto por otros productos;Rubro;Nombre;Código;Código universal de producto (UPC);Código de proveedor;Stock actual;Stock ideal;Stock mínimo;Unidad;Alicuota de IVA;Proveedor;Moneda costo;Costo ($);Utilidad (%);Precio ($);Precio Final ($);Controla stock;Stock negativo;Mostrar en tienda;Nº de publicación en MercadoLibre;Nº de publicación adicional en MercadoLibre;Descripción;Descripción para la tienda;Observaciones Internas;
2;Habilitado;SI;SI;NO;NO;Sin especificar;productos prueba;'pp;'';'';9,000;0,000;0,000;unidad;21%;Sin especificar;Pesos;5,60;50,00;8,40;10,16;SI;SI;NO;0;0;
1360;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;POLVO POLIURETANO KING JET PARA DTF X 1KG;'KINGJETP;''Copia de ;''KINGJETP;0,000;1,000;1,000;unidad;21%;Grafisur;Pesos;20544,00;35,00;27734,40;33558,62;SI;SI;NO;0;0;<p>Llevando 5kg de&nbsp POLVO POLIURETANO 15% de descuento (viene envasado al vacío en envases de 1kg)</p>;;<h1 class=   style= font-family: Lato. sans-serif  font-weight: normal  line-height: 1.2em  text-rendering: optimizelegibility  font-size: 1.8em  padding-top: 8px  padding-bottom: 8px  letter-spacing: 0.001em  >La Serie DTF80. Es un film PET IMPRIMIBLE de 80 micrones. es ideal para la impresión con tintas DTF permitiendo una optima transferencia con plancha. dando por resultado un estampa de alta calidad. Disponible en rollos de 0.61 x 50 Mts.<br></h1><p><h3 style= font-style: inherit  font-variant-caps: inherit  margin-bottom: 0px  font-family: &quot Open Sans&quot . sans-serif  font-weight: 400  line-height: inherit  text-rendering: optimizelegibility  font-size: 20px  text-transform: uppercase  font-variant-ligatures: inherit  font-variant-alternates: inherit  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-variant-position: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  ><p></p><br class= Apple-interchange-newline ></h3></p><h4 style= font-family: inherit  font-style: inherit  font-variant-caps: inherit  letter-spacing: normal  orphans: auto  text-align: start  text-indent: 0px  white-space: normal  widows: auto  word-spacing: 0px  -webkit-text-stroke-width: 0px  text-decoration: none  margin: 0px  font-weight: 400  line-height: inherit  color: rgb(35. 155. 202)  text-rendering: optimizelegibility  font-size: 14px  text-transform: uppercase  font-variant-ligatures: inherit  font-variant-alternates: inherit  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-variant-position: inherit  font-stretch: inherit  padding: 10px 0px 0px  vertical-align: baseline  border: 0px  display: table-cell  ></h4>;
1361;Habilitado;SI;SI;NO;NO;02 Vinilos Microperforado;MICROPERFORADO NAR X 106CM;'MICRONAR106;''Copia de ;''MICRONAR106;-3,000;0,000;0,000;unidad;21%;Grafisur;Pesos;165354,88;30,00;214961,34;260103,22;SI;SI;NO;0;0;
1362;Habilitado;SI;SI;NO;NO;02 Vinilos Microperforado;MICROPERFORADO NAR X 127CM;'MICRONAR127;''Copia de Copia de ;''MICRONAR127;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;198113,86;30,00;257548,02;311633,10;SI;SI;NO;0;0;
1363;Habilitado;SI;SI;NO;NO;02 Vinilos Microperforado;MICROPERFORADO NAR X 137CM;'MICRONAR137;''Copia de Copia de Copia de ;''MICRONAR137;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;213713,37;30,00;277827,38;336171,13;SI;SI;NO;0;0;
1364;Habilitado;SI;SI;NO;NO;02 Vinilos Microperforado;MICROPERFORADO NAR X 152CM;'MICRONAR152;''Copia de Copia de Copia de Copia de ;''MICRONAR152;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;237112,65;30,00;308246,45;372978,20;SI;SI;NO;0;0;
1365;Habilitado;SI;SI;NO;NO;Polarizados Y Film de Seguridad;Film de seguridad MITO 152CM ;'MITOFILMSEG;''Copia de ;''MITOFILMSEG;-11,900;20,000;5,000;metro;21%;Pro SRL;Pesos;8426,25;40,00;11796,75;14274,07;SI;SI;NO;0;0;;;<h2 class= node__title  style= margin-top: 10px  margin-bottom: 10px  font-family: &quot Open Sans&quot . Arial. sans-serif  line-height: 1.2  color: rgb(90. 90. 95)  text-rendering: optimizelegibility  font-size: 40px  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  >MITOSUN CAR Series</h2><h2 class= node__title  style= margin-top: 10px  margin-bottom: 10px  font-family: &quot Open Sans&quot . sans-serif  line-height: 1.2  color: rgb(70. 65. 51)  text-rendering: optimizelegibility  font-size: 31.5px  caret-color: rgb(70. 65. 51)  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  ><span style= font-size: 18px  ><b>Nano Ceramic Polymer - 2PLY / 2MIL / 10 YEARS (VL 35%)&nbsp </b></span></h2><h1 class= node__subtitle  style= margin-bottom: 0px  font-family: &quot Open Sans&quot . Arial. sans-serif  font-weight: 300  line-height: 24px  color: rgb(90. 90. 95)  text-rendering: optimizelegibility  font-size: 18px  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  ><div id= unit-jnIuaxoDXl  animate=   package-item= unit  package-type= text  package-unit-type= text  style= padding-bottom: 10px  padding-top: 10px  color: rgb(0. 0. 0)  font-family: Mulish  font-size: 16px  ><div class= unit-text row no-gutters  text-style= 2  style= font-size: 18px  letter-spacing: 0px  line-height: 1.5  font-family: &quot Arial Bold&quot   ><div class= unit-text__item col-12 col-md-12 col-xl-12  style= width: 257.217px  ><span style= font-family: Mulish. sans-serif  font-size: 16px  letter-spacing: 0.48px  >? Nanocerámica de primer nivel. fabricada con los mejores materiales y recubrimiento y curado de precisión avanzada.</span><div tinymce=  ></div></div></div></div></h1><h1 class= node__subtitle  style= margin-bottom: 0px  font-family: &quot Open Sans&quot . Arial. sans-serif  font-weight: 300  line-height: 24px  color: rgb(90. 90. 95)  text-rendering: optimizelegibility  font-size: 18px  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  ><div id= unit-iAvRT9kZOw  animate=   package-item= unit  package-type= text  package-unit-type= text  style= padding-bottom: 10px  padding-top: 10px  color: rgb(0. 0. 0)  font-family: Mulish  font-size: 16px  ><div class= unit-text row no-gutters  text-style= 3  style= letter-spacing: 0.03em  line-height: 1.5  font-family: Mulish. sans-serif  ><div class= unit-text__item col-12 col-md-12 col-xl-12  style= width: 257.217px  ><div tinymce=  ><div style= letter-spacing: 0.48px  line-height: 1.75  ><div style= letter-spacing: 0.48px  line-height: 1.75  >? La nanocerámica se aplica a una base de poliéster mediante técnicas de recubrimiento de precisión. como el recubrimiento con ranura. Esto deposita una capa fina y uniforme sobre la película.</div><div style= letter-spacing: 0.48px  line-height: 1.75  ><br></div><div style= letter-spacing: 0.48px  line-height: 1.75  >? Todo se inspecciona en busca de defectos para garantizar que cumpla con las especificaciones de densidad óptica.</div><div style= letter-spacing: 0.48px  line-height: 1.75  ><br></div><div style= letter-spacing: 0.48px  line-height: 1.75  >? 2 mils de espesor. 10 años de garantía.</div></div></div></div></div></div></h1>;
1367;Habilitado;SI;SI;NO;NO;08 Deco;VINILO SIMIL CUERO NEGRO 122CM DE ANCHO MITOCAL;'MITO1550CUERONEG;''Copia de ;''MITO1550CUERONEG;-41,000;0,000;0,000;metro;21%;Pro SRL;Pesos;12473,10;35,20;16863,63;20404,99;SI;SI;NO;0;0;
1368;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE PLATEADO MATE  122CM;'VCU90;''Copia de ;''VCU90;156,500;50,000;20,000;metro;21%;DIGRAFICA SRL;Pesos;3838,51;36,99;5258,37;6362,63;SI;SI;NO;0;0;
1369;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE PLATEADO MATE 61CM;'VCU90H;''Copia de ;''VCU90H;-369,700;50,000;10,000;metro;21%;DIGRAFICA SRL;Pesos;1919,32;36,99;2629,28;3181,43;SI;SI;NO;0;0;
1370;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DORADO MATE 61CM;'VCU91H;''Copia de Copia de ;''VCU91H;-398,200;50,000;10,000;metro;21%;DIGRAFICA SRL;Pesos;1919,32;36,99;2629,28;3181,43;SI;SI;NO;0;0;
1371;Habilitado;SI;SI;NO;NO;Vinilos de Corte;VINILO CORTE DORADO MATE  122CM;'VCU91;''Copia de Copia de ;''VCU91;156,900;50,000;20,000;metro;21%;DIGRAFICA SRL;Pesos;3838,51;36,99;5258,37;6362,63;SI;SI;NO;0;0;
1372;Habilitado;SI;SI;NO;NO;Accesorios;Espatula combinada Mito;'ESPCOMBM;''Copia de ;''ESPCOMBM;-11,000;20,000;5,000;unidad;21%;Pro SRL;Pesos;1629,08;35,00;2199,26;2661,10;SI;SI;NO;0;0;
1373;Habilitado;NO;SI;NO;NO;04 Vinilo de corte oracal 651 ByN;ORACAL 651 Blanco y Negro (Brillante y Mate) -126CM de ancho ;'651BN;''Copia de ;''651BN;0,000;0,000;0,000;metro;21%;Helioday;Pesos;11599,70;30,00;15079,61;18246,33;NO;NO;NO;0;0;
1374;Habilitado;NO;SI;NO;NO;04 Vinilo de corte oracal 651 ByN;ORACAL 651 Blanco y Negro (Brillante y Mate) -63CM de ancho ;'651BN63;''Copia de Copia de ;''651BN63;0,000;0,000;0,000;metro;21%;Helioday;Pesos;5799,85;30,00;7539,81;9123,17;NO;NO;NO;0;0;
1375;Habilitado;NO;NO;NO;NO;BRILLANTE;ORACAL 651 Colores (Brillante y Mate) -126CM de ancho;'651COL;''Copia de ;''651COL;-63,300;50,000;50,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;NO;NO;NO;0;0;
1376;Habilitado;NO;NO;NO;NO;BRILLANTE;ORACAL 651 Colores (Brillante y Mate) - 63CM de ancho;'651COL63;''Copia de Copia de ;''651COL63;0,000;0,000;0,000;metro;21%;Helioday;Pesos;6669,60;30,00;8670,48;10491,28;NO;NO;NO;0;0;
1377;Habilitado;NO;NO;NO;NO;04 Vinilo de corte Oracal 651 Metalizados;ORACAL 651 Metalizado (Brillante y Mate) -126CM de ancho;'651MET;''Copia de ;''651MET;0,000;0,000;0,000;metro;21%;Helioday;Pesos;15162,12;30,00;19710,76;23850,02;NO;NO;NO;0;0;
1378;Habilitado;NO;NO;NO;NO;04 Vinilo de corte Oracal 651 Metalizados;ORACAL 651 Metalizado (Brillante y Mate) - 63CM de ancho;'651MET63;''Copia de Copia de ;''651MET63;0,000;0,000;0,000;metro;21%;Helioday;Pesos;7581,07;30,00;9855,39;11925,02;NO;NO;NO;0;0;
1379;Habilitado;NO;NO;NO;NO;04 Vinilo de corte Oracal 100 ByN;ORACAL 100 Blanco y Negro (Brillante y Mate) -126CM de ancho;'100BN;''Copia de ;''100BN;0,000;0,000;0,000;metro;21%;Helioday;Pesos;6986,40;36,19;9514,78;11512,88;NO;NO;NO;0;0;
1380;Habilitado;NO;NO;NO;NO;04 Vinilo de corte Oracal 100 ByN;ORACAL 100 Blanco y Negro (Brillante y Mate) - 63CM de ancho;'100BN63;''Copia de Copia de ;''100BN63;0,000;0,000;0,000;metro;21%;Helioday;Pesos;3493,20;36,19;4757,39;5756,44;NO;NO;NO;0;0;
1382;Habilitado;SI;SI;NO;NO;04 Vinilo de corte Oracal 100 colores;ORACAL 100 Colores y Metalizados (Brillante y Mate) - 126CM de ancho;'100COYME;''Copia de ;''100COYME;-72,800;0,000;0,000;metro;21%;Helioday;Pesos;8820,65;36,50;12040,19;14568,63;SI;SI;NO;0;0;
1383;Habilitado;SI;SI;NO;NO;04 Vinilo de corte Oracal 100 colores;ORACAL 100 Colores y Metalizados (Brillante y Mate) - 63CM de ancho;'100COYME63;''Copia de Copia de ;''100COYME63;0,000;0,000;0,000;metro;21%;Helioday;Pesos;4410,33;36,50;6020,10;7284,32;SI;SI;NO;0;0;
1384;Habilitado;NO;NO;NO;NO;Vinilos de Corte;DPI Todos los Colores (Brillante y Mate) - 122CM de ancho;'VCDPI;''Copia de ;''VCDPI;0,000;0,000;0,000;metro;21%;Grafisur;Pesos;4311,03;36,99;5905,68;7145,87;NO;NO;NO;0;0;
1385;Habilitado;NO;NO;NO;NO;Vinilos de Corte;UNICAL Todos los Colores (Brillante y Mate) - 61CM de ancho;'VCU61;''Copia de Copia de ;''VCU61;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;1919,25;36,99;2629,18;3181,31;NO;NO;NO;0;0;
1386;Habilitado;NO;NO;NO;NO;Oracal 8300;ORACAL 8300 Transparente de color 126CM de ancho;'8300TC;''Copia de Copia de ;''8300TC;0,000;10,000;5,000;metro;21%;Helioday;Pesos;18885,51;30,00;24551,16;29706,90;NO;NO;NO;0;0;
1387;Habilitado;NO;NO;NO;NO;Oracal 8300;ORACAL 8300 Transparente de color 63CM de ancho;'8300TC63;''Copia de Copia de Copia de ;''8300TC63;0,000;0,000;0,000;metro;21%;Helioday;Pesos;9442,75;30,00;12275,58;14853,45;NO;NO;NO;0;0;
1388;Habilitado;NO;NO;NO;NO;06 Vinilo de corte Oracal 6510 fluo;ORACAL 6510 Fluo Todos los colores - 126CM de ancho;'6510TC;''Copia de ;''6510TC;0,000;0,000;0,000;metro;21%;Helioday;Pesos;41079,95;34,16;55112,86;66686,56;NO;NO;NO;0;0;
1389;Habilitado;NO;NO;NO;NO;06 Vinilo de corte Oracal 6510 fluo;ORACAL 6510 Fluo Todos los colores - 63CM de ancho;'6510TC63;''Copia de Copia de ;''6510TC63;0,000;0,000;0,000;metro;21%;Helioday;Pesos;20539,98;34,16;27556,44;33343,29;NO;NO;NO;0;0;
1390;Habilitado;NO;NO;NO;NO;04 Vinilo de corte e impresion Oracal 5200;ORALITE 5500 Reflectivo Ingenieria Todos los colores  -122CM de ancho;'5500TC;''Copia de ;''5500TC;0,000;0,000;0,000;metro;21%;Helioday;Pesos;35446,26;31,25;46523,22;56293,10;NO;NO;NO;0;0;
1391;Habilitado;NO;NO;NO;NO;04 Vinilo de corte e impresion Oracal 5200;ORALITE 5500 Reflectivo Ingenieria Todos los colores  - 61CM de ancho;'5500TC61;''Copia de Copia de ;''5500TC61;0,000;0,000;0,000;metro;21%;Helioday;Pesos;17723,14;31,25;23261,62;28146,56;NO;NO;NO;0;0;
1392;Habilitado;SI;SI;NO;NO;Car Wrapping;Polarizado MITO Nano ceramic ESPEJADO TEA SILVER (IR65-94%) 2mil 20% (8 años) (Edificio));'UDBK20T;''Copia de ;''UDBK20T;-16,500;0,000;0,000;metro;21%;Pro SRL;Pesos;7864,50;32,00;10381,14;12561,18;SI;SI;NO;0;0;;;<h2 class= node__title  style= margin-top: 10px  margin-bottom: 10px  font-family: &quot Open Sans&quot . Arial. sans-serif  line-height: 1.2  color: rgb(90. 90. 95)  text-rendering: optimizelegibility  font-size: 40px  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  >MITOSUN CAR Series</h2><h2 class= node__title  style= margin-top: 10px  margin-bottom: 10px  font-family: &quot Open Sans&quot . sans-serif  line-height: 1.2  color: rgb(70. 65. 51)  text-rendering: optimizelegibility  font-size: 31.5px  caret-color: rgb(70. 65. 51)  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  ><span style= font-size: 18px  ><b>Nano Ceramic Polymer - 2PLY / 2MIL / 10 YEARS (VL 35%)&nbsp </b></span></h2><h1 class= node__subtitle  style= margin-bottom: 0px  font-family: &quot Open Sans&quot . Arial. sans-serif  font-weight: 300  line-height: 24px  color: rgb(90. 90. 95)  text-rendering: optimizelegibility  font-size: 18px  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  ><div id= unit-jnIuaxoDXl  animate=   package-item= unit  package-type= text  package-unit-type= text  style= padding-bottom: 10px  padding-top: 10px  color: rgb(0. 0. 0)  font-family: Mulish  font-size: 16px  ><div class= unit-text row no-gutters  text-style= 2  style= font-size: 18px  letter-spacing: 0px  line-height: 1.5  font-family: &quot Arial Bold&quot   ><div class= unit-text__item col-12 col-md-12 col-xl-12  style= width: 257.217px  ><span style= font-family: Mulish. sans-serif  font-size: 16px  letter-spacing: 0.48px  >? Nanocerámica de primer nivel. fabricada con los mejores materiales y recubrimiento y curado de precisión avanzada.</span><div tinymce=  ></div></div></div></div></h1><h1 class= node__subtitle  style= margin-bottom: 0px  font-family: &quot Open Sans&quot . Arial. sans-serif  font-weight: 300  line-height: 24px  color: rgb(90. 90. 95)  text-rendering: optimizelegibility  font-size: 18px  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  ><div id= unit-iAvRT9kZOw  animate=   package-item= unit  package-type= text  package-unit-type= text  style= padding-bottom: 10px  padding-top: 10px  color: rgb(0. 0. 0)  font-family: Mulish  font-size: 16px  ><div class= unit-text row no-gutters  text-style= 3  style= letter-spacing: 0.03em  line-height: 1.5  font-family: Mulish. sans-serif  ><div class= unit-text__item col-12 col-md-12 col-xl-12  style= width: 257.217px  ><div tinymce=  ><div style= letter-spacing: 0.48px  line-height: 1.75  ><div style= letter-spacing: 0.48px  line-height: 1.75  >? La nanocerámica se aplica a una base de poliéster mediante técnicas de recubrimiento de precisión. como el recubrimiento con ranura. Esto deposita una capa fina y uniforme sobre la película.</div><div style= letter-spacing: 0.48px  line-height: 1.75  ><br></div><div style= letter-spacing: 0.48px  line-height: 1.75  >? Todo se inspecciona en busca de defectos para garantizar que cumpla con las especificaciones de densidad óptica.</div><div style= letter-spacing: 0.48px  line-height: 1.75  ><br></div><div style= letter-spacing: 0.48px  line-height: 1.75  >? 2 mils de espesor. 10 años de garantía.</div></div></div></div></div></div></h1>;
1393;Habilitado;SI;SI;NO;NO;Car Wrapping;Polarizado MITO Nano ceramic ESPEJADO BLACK SILVER (IR65-94%) 2mil 20% (8 años) (Edificio));'UDBK20B;''Copia de Copia de ;''UDBK20B;-83,800;0,000;0,000;metro;21%;Pro SRL;Pesos;7864,50;32,00;10381,14;12561,18;SI;SI;NO;0;0;;;<h2 class= node__title  style= margin-top: 10px  margin-bottom: 10px  font-family: &quot Open Sans&quot . Arial. sans-serif  line-height: 1.2  color: rgb(90. 90. 95)  text-rendering: optimizelegibility  font-size: 40px  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  >MITOSUN CAR Series</h2><h2 class= node__title  style= margin-top: 10px  margin-bottom: 10px  font-family: &quot Open Sans&quot . sans-serif  line-height: 1.2  color: rgb(70. 65. 51)  text-rendering: optimizelegibility  font-size: 31.5px  caret-color: rgb(70. 65. 51)  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  ><span style= font-size: 18px  ><b>Nano Ceramic Polymer - 2PLY / 2MIL / 10 YEARS (VL 35%)&nbsp </b></span></h2><h1 class= node__subtitle  style= margin-bottom: 0px  font-family: &quot Open Sans&quot . Arial. sans-serif  font-weight: 300  line-height: 24px  color: rgb(90. 90. 95)  text-rendering: optimizelegibility  font-size: 18px  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  ><div id= unit-jnIuaxoDXl  animate=   package-item= unit  package-type= text  package-unit-type= text  style= padding-bottom: 10px  padding-top: 10px  color: rgb(0. 0. 0)  font-family: Mulish  font-size: 16px  ><div class= unit-text row no-gutters  text-style= 2  style= font-size: 18px  letter-spacing: 0px  line-height: 1.5  font-family: &quot Arial Bold&quot   ><div class= unit-text__item col-12 col-md-12 col-xl-12  style= width: 257.217px  ><span style= font-family: Mulish. sans-serif  font-size: 16px  letter-spacing: 0.48px  >? Nanocerámica de primer nivel. fabricada con los mejores materiales y recubrimiento y curado de precisión avanzada.</span><div tinymce=  ></div></div></div></div></h1><h1 class= node__subtitle  style= margin-bottom: 0px  font-family: &quot Open Sans&quot . Arial. sans-serif  font-weight: 300  line-height: 24px  color: rgb(90. 90. 95)  text-rendering: optimizelegibility  font-size: 18px  font-variant-numeric: inherit  font-variant-east-asian: inherit  font-stretch: inherit  vertical-align: baseline  border: 0px  ><div id= unit-iAvRT9kZOw  animate=   package-item= unit  package-type= text  package-unit-type= text  style= padding-bottom: 10px  padding-top: 10px  color: rgb(0. 0. 0)  font-family: Mulish  font-size: 16px  ><div class= unit-text row no-gutters  text-style= 3  style= letter-spacing: 0.03em  line-height: 1.5  font-family: Mulish. sans-serif  ><div class= unit-text__item col-12 col-md-12 col-xl-12  style= width: 257.217px  ><div tinymce=  ><div style= letter-spacing: 0.48px  line-height: 1.75  ><div style= letter-spacing: 0.48px  line-height: 1.75  >? La nanocerámica se aplica a una base de poliéster mediante técnicas de recubrimiento de precisión. como el recubrimiento con ranura. Esto deposita una capa fina y uniforme sobre la película.</div><div style= letter-spacing: 0.48px  line-height: 1.75  ><br></div><div style= letter-spacing: 0.48px  line-height: 1.75  >? Todo se inspecciona en busca de defectos para garantizar que cumpla con las especificaciones de densidad óptica.</div><div style= letter-spacing: 0.48px  line-height: 1.75  ><br></div><div style= letter-spacing: 0.48px  line-height: 1.75  >? 2 mils de espesor. 10 años de garantía.</div></div></div></div></div></div></h1>;
1394;Habilitado;SI;SI;NO;NO;Cepillados/cromados;Holografico Tornasolado DPI silver Impresion 122cm;'HTSI122;''Copia de ;''HTSI122;-80,000;100,000;50,000;metro;21%;Grafisur;Pesos;8988,00;35,00;12133,80;14681,90;SI;SI;NO;0;0;
1395;Habilitado;SI;SI;NO;NO;Cepillados/cromados;Holografico Tornasolado DPI silver Impresion 61cm;'HTSI61;''Copia de Copia de ;''HTSI61;-74,900;100,000;50,000;metro;21%;Grafisur;Pesos;4494,00;35,00;6066,90;7340,95;SI;SI;NO;0;0;
1396;Habilitado;SI;SI;NO;NO;02 Vinilos Microperforado;MICROPERFORADO SOLIDEX 100MIC  X 107CM;'SOM107;''Copia de ;''SOM107;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;160443,42;40,00;224620,79;271791,16;SI;SI;NO;0;0;
1397;Habilitado;SI;SI;NO;NO;Front 13oz UNICAL;Lona Front UNICAL 13oz Mate 100CM X 50MTS;'UNI-100M;''Copia de ;''UNI-100M;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;100505,10;30,00;130656,63;158094,52;SI;SI;NO;0;0;
1398;Habilitado;SI;SI;NO;NO;Front 13oz UNICAL;Lona Front UNICAL 13oz Mate 110CM X 50MTS;'UNI-110M;''Copia de Copia de ;''UNI-110M;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;110555,61;30,00;143722,29;173903,97;SI;SI;NO;0;0;
1399;Habilitado;SI;SI;NO;NO;Front 13oz UNICAL;Lona Front UNICAL 13oz Mate 120CM X 50MTS;'UNI-120M;''Copia de Copia de Copia de ;''UNI-120M;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;120606,12;30,00;156787,96;189713,43;SI;SI;NO;0;0;
1400;Habilitado;SI;SI;NO;NO;Front 13oz UNICAL;Lona Front UNICAL 13oz Mate 125CM X 50MTS;'UNI-125M;''Copia de Copia de Copia de Copia de ;''UNI-125M;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;125631,38;30,00;163320,79;197618,16;SI;SI;NO;0;0;
1401;Habilitado;SI;SI;NO;NO;Front 13oz UNICAL;Lona Front UNICAL 13oz Mate 140CM X 50MTS;'UNI-140M;''Copia de Copia de Copia de Copia de Copia de ;''UNI-140M;0,000;4,000;1,000;unidad;21%;DIGRAFICA SRL;Pesos;108982,86;30,00;141677,72;171430,04;SI;SI;NO;0;0;
1402;Habilitado;SI;SI;NO;NO;Front 13oz UNICAL;Lona Front UNICAL 13oz Mate 160CM X 50MTS;'UNI-160M;''Copia de Copia de Copia de Copia de Copia de Copia de ;''UNI-160M;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;160808,16;30,00;209050,61;252951,24;SI;SI;NO;0;0;
1404;Habilitado;SI;SI;NO;NO;Esmerilado;Esmerilado blanco UNICAL 122CM de ancho X 50MTS;'ESMUNI122B;''Copia de ;''ESMUNI122B;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;5933,04;35,00;8009,60;9691,62;SI;SI;NO;0;0;
1405;Habilitado;SI;SI;NO;NO;Esmerilado;Esmerilado blanco UNICAL 61CM de ancho X 50MTS;'ESMUNI61B;''Copia de Copia de ;''ESMUNI61B;-100,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;2966,52;35,00;4004,80;4845,81;SI;SI;NO;0;0;
1406;Habilitado;SI;SI;NO;NO;Vinilos de Corte;FOTOLUMINISCENTE | PET/IMPRESION 127cm x 50mts;'FOTO127;'';''FOTO127;0,000;0,000;0,000;metro;21%;Grafisur;Pesos;35663,10;38,20;49286,40;59636,54;NO;NO;NO;0;0;;;<p>5% DE DESCUENTO LLEVANDO 5MTS O MAS</p>;
1407;Habilitado;SI;SI;NO;NO;Blockout UNICAL ;Lona Blockout UNICAL 13oz 100CM X 50MTS;'UNIB100;'';''UNIB100;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;190473,38;32,00;251424,86;304224,08;NO;NO;NO;0;0;;;<p>Por 2 rollos o mas 5% de descuento.</p>;
1408;Habilitado;SI;SI;NO;NO;Blockout UNICAL ;Lona Blockout UNICAL 13oz 160CM X 50MTS;'UNIB160;''Copia de ;''UNIB160;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;304757,40;32,00;402279,77;486758,52;NO;NO;NO;0;0;;;<p>Por 2 rollos o mas 5% de descuento.</p>;
1409;Habilitado;SI;SI;NO;NO;Blockout UNICAL ;Lona Blockout UNICAL 13oz 220CM X 50MTS;'UNIB220;''Copia de Copia de ;''UNIB220;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;419041,43;32,00;553134,69;669292,97;NO;NO;NO;0;0;;;<p>Por 2 rollos o mas 5% de descuento.</p>;
1410;Habilitado;SI;SI;NO;NO;Blockout UNICAL ;Lona Blockout UNICAL 13oz 320CM X 50MTS;'UNIB320;''Copia de Copia de Copia de ;''UNIB320;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;609514,80;32,00;804559,54;973517,04;NO;NO;NO;0;0;;;<p>Por 2 rollos o mas 5% de descuento.</p>;
1411;Habilitado;SI;SI;NO;NO;Lonas;LONA MESH NAR 320CM.C/LINER;'G50320;''Copia de ;''G50320;0,000;0,000;0,000;unidad;21%;Grafisur;Pesos;508361,28;32,00;671036,89;811954,64;SI;SI;NO;0;0;;;<p>actualización 9/6/21 use 2.15 + Iva m2 costo<br></p>;
1412;Habilitado;SI;SI;NO;NO;Cepillados/cromados;Vinilo Holografico Glitter Silver Impresion 0.61cm x 50mts ;'VHGS61;'';''VHGS61;0,000;0,000;0,000;metro;21%;Pro SRL;Pesos;3761,05;34,53;5059,74;6122,29;SI;SI;NO;0;0;
1413;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-64M MATTE YELLOW GREEN -126CM;'65164M;''Copia de ;''65164M;-3,000;25,000;15,000;metro;21%;Helioday;Pesos;13339,22;30,00;17340,99;20982,60;SI;SI;NO;0;0;
1414;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-64M MATTE YELLOW GREEN - 63CM;'65164M-63 ;''Copia de ;''65164M-63 ;0,000;0,000;0,000;metro;21%;Helioday;Pesos;6669,72;30,00;8670,64;10491,47;SI;SI;NO;0;0;
